Supplier_ID,Supplier_Name,Ingredient_Code,Ingredient_Name,CAS_Number,Purity,Batch_Number,Physical_State,pH,Toxicity_Profile,Solubility,Stability_Info,Recommended_Usage,Regulatory_Status,Shelf_Life,Lead_Time_for_Delivery,Availability,Cost_per_Unit,Safety_Data_Sheet,Transport_Conditions
SUP_8522,Global Chem Ltd,ING_78357,Sodium Hypochlorite,7647-01-0,97.13%,BN_1454_07,Liquid,2.86,Irritant,Insoluble,Avoid sunlight,1.01%,Non-Compliant,31 months,3 working days,Out of Stock,₹196.95 / unit,https://supplierportal.com/SDS/5355,Hazardous Material
SUP_8379,Prime Chemicals,ING_57670,Hydrochloric Acid,7681-52-9,96.22%,BN_2505_02,Solid,10.15,Irritant,Insoluble,Avoid sunlight,9.90%,REACH Compliant,23 months,10 working days,Limited Stock,₹437.03 / unit,https://supplierportal.com/SDS/8837,Handle with care
SUP_9687,Global Chem Ltd,ING_44138,Ammonium Chloride,7647-01-0,93.94%,BN_2323_02,Solid,9.05,Non-Toxic,Insoluble,Keep refrigerated,7.59%,REACH Compliant,32 months,10 working days,Limited Stock,₹361.99 / unit,https://supplierportal.com/SDS/1302,Fragile
SUP_3937,ABC Chemicals Pvt Ltd,ING_73065,Ammonium Chloride,7681-52-9,97.46%,BN_9099_12,Solid,12.41,Irritant,Soluble in water,Stable under 25°C,4.04%,Non-Compliant,28 months,9 working days,Out of Stock,₹628.33 / unit,https://supplierportal.com/SDS/8364,Handle with care
SUP_7899,Global Chem Ltd,ING_23730,Citric Acid,12125-02-9,90.02%,BN_7231_04,Gas,11.14,Corrosive,Soluble in water,Avoid sunlight,7.43%,REACH Compliant,36 months,7 working days,In Stock,₹752.27 / unit,https://supplierportal.com/SDS/6849,Fragile
SUP_4702,ABC Chemicals Pvt Ltd,ING_35594,Citric Acid,7664-93-9,93.79%,BN_5580_04,Solid,9.72,Irritant,Partially soluble,Keep refrigerated,6.82%,Non-Compliant,26 months,8 working days,In Stock,₹421.67 / unit,https://supplierportal.com/SDS/1740,Handle with care
SUP_6930,Global Chem Ltd,ING_48712,Sodium Hypochlorite,7681-52-9,98.24%,BN_1108_08,Gas,7.88,Non-Toxic,Insoluble,Avoid sunlight,8.13%,Non-Compliant,30 months,13 working days,Limited Stock,₹812.15 / unit,https://supplierportal.com/SDS/7799,Hazardous Material
SUP_4789,ABC Chemicals Pvt Ltd,ING_96804,Hydrochloric Acid,12125-02-9,97.67%,BN_3640_03,Gas,10.91,Irritant,Partially soluble,Avoid sunlight,4.53%,Non-Compliant,18 months,3 working days,In Stock,₹662.94 / unit,https://supplierportal.com/SDS/1998,Fragile
SUP_8251,Global Chem Ltd,ING_92091,Sulfuric Acid,7647-01-0,97.38%,BN_1280_03,Gas,3.47,Non-Toxic,Soluble in water,Stable under 25°C,4.70%,Non-Compliant,34 months,6 working days,Out of Stock,₹869.40 / unit,https://supplierportal.com/SDS/7786,Hazardous Material
SUP_7292,Global Chem Ltd,ING_22814,Sulfuric Acid,7681-52-9,92.90%,BN_7011_03,Gas,4.23,Non-Toxic,Partially soluble,Stable under 25°C,1.20%,REACH Compliant,33 months,12 working days,Limited Stock,₹471.53 / unit,https://supplierportal.com/SDS/8728,Hazardous Material
SUP_3106,Prime Chemicals,ING_23379,Sodium Hypochlorite,77-92-9,94.65%,BN_9508_03,Gas,12.66,Non-Toxic,Insoluble,Avoid sunlight,4.29%,Non-Compliant,15 months,4 working days,Out of Stock,₹142.99 / unit,https://supplierportal.com/SDS/2920,Handle with care
SUP_5067,ABC Chemicals Pvt Ltd,ING_59873,Sodium Hypochlorite,77-92-9,92.16%,BN_2902_08,Liquid,9.62,Corrosive,Partially soluble,Keep refrigerated,3.42%,Non-Compliant,23 months,4 working days,In Stock,₹143.44 / unit,https://supplierportal.com/SDS/3449,Hazardous Material
SUP_2698,Prime Chemicals,ING_62192,Hydrochloric Acid,7647-01-0,95.12%,BN_3654_02,Solid,2.28,Irritant,Partially soluble,Keep refrigerated,8.31%,REACH Compliant,6 months,13 working days,In Stock,₹886.67 / unit,https://supplierportal.com/SDS/1852,Fragile
SUP_7943,Global Chem Ltd,ING_16827,Citric Acid,7664-93-9,92.97%,BN_5972_08,Solid,5.31,Irritant,Insoluble,Avoid sunlight,2.46%,Non-Compliant,8 months,6 working days,Limited Stock,₹319.78 / unit,https://supplierportal.com/SDS/9142,Fragile
SUP_7269,Global Chem Ltd,ING_98504,Citric Acid,77-92-9,91.75%,BN_6000_01,Solid,4.84,Non-Toxic,Insoluble,Avoid sunlight,5.21%,Non-Compliant,28 months,3 working days,Out of Stock,₹744.47 / unit,https://supplierportal.com/SDS/5352,Fragile
SUP_3096,Global Chem Ltd,ING_94758,Hydrochloric Acid,77-92-9,90.23%,BN_7276_11,Solid,10.9,Irritant,Insoluble,Avoid sunlight,7.55%,Non-Compliant,26 months,9 working days,Out of Stock,₹662.28 / unit,https://supplierportal.com/SDS/8880,Handle with care
SUP_7500,Global Chem Ltd,ING_91269,Sulfuric Acid,7647-01-0,95.95%,BN_8499_12,Liquid,5.42,Non-Toxic,Insoluble,Stable under 25°C,7.55%,Non-Compliant,33 months,3 working days,In Stock,₹371.85 / unit,https://supplierportal.com/SDS/7036,Fragile
SUP_6617,Prime Chemicals,ING_49371,Sulfuric Acid,77-92-9,91.13%,BN_3751_03,Solid,9.72,Non-Toxic,Insoluble,Keep refrigerated,3.68%,REACH Compliant,15 months,8 working days,In Stock,₹434.05 / unit,https://supplierportal.com/SDS/5425,Fragile
SUP_6583,XYZ Suppliers,ING_46723,Sodium Hypochlorite,7681-52-9,96.47%,BN_6369_10,Gas,6.94,Corrosive,Soluble in water,Keep refrigerated,9.54%,REACH Compliant,24 months,5 working days,Out of Stock,₹618.87 / unit,https://supplierportal.com/SDS/3304,Fragile
SUP_6763,ABC Chemicals Pvt Ltd,ING_86839,Sodium Hypochlorite,7664-93-9,97.34%,BN_2743_01,Solid,8.2,Irritant,Partially soluble,Stable under 25°C,7.20%,REACH Compliant,9 months,14 working days,Limited Stock,₹285.85 / unit,https://supplierportal.com/SDS/9763,Fragile
SUP_4196,Global Chem Ltd,ING_28299,Hydrochloric Acid,7647-01-0,90.32%,BN_7391_01,Gas,2.24,Corrosive,Insoluble,Stable under 25°C,7.94%,REACH Compliant,29 months,13 working days,Limited Stock,₹298.39 / unit,https://supplierportal.com/SDS/9551,Fragile
SUP_1474,Global Chem Ltd,ING_41150,Ammonium Chloride,77-92-9,95.49%,BN_4915_08,Gas,8.44,Corrosive,Insoluble,Stable under 25°C,8.98%,Non-Compliant,15 months,14 working days,Out of Stock,₹439.78 / unit,https://supplierportal.com/SDS/1650,Hazardous Material
SUP_4430,ABC Chemicals Pvt Ltd,ING_74551,Sodium Hypochlorite,7647-01-0,92.94%,BN_7766_03,Liquid,1.28,Corrosive,Partially soluble,Keep refrigerated,1.41%,Non-Compliant,34 months,13 working days,Out of Stock,₹206.69 / unit,https://supplierportal.com/SDS/7791,Hazardous Material
SUP_7506,Prime Chemicals,ING_20318,Sodium Hypochlorite,7681-52-9,90.91%,BN_1169_02,Liquid,5.88,Irritant,Insoluble,Keep refrigerated,9.12%,REACH Compliant,26 months,13 working days,Out of Stock,₹179.22 / unit,https://supplierportal.com/SDS/6627,Hazardous Material
SUP_6306,Global Chem Ltd,ING_97079,Hydrochloric Acid,77-92-9,93.33%,BN_2472_08,Liquid,11.26,Non-Toxic,Partially soluble,Keep refrigerated,3.42%,REACH Compliant,13 months,8 working days,Out of Stock,₹683.36 / unit,https://supplierportal.com/SDS/3070,Handle with care
SUP_1360,Global Chem Ltd,ING_61145,Citric Acid,12125-02-9,92.15%,BN_6805_03,Liquid,12.8,Corrosive,Soluble in water,Stable under 25°C,7.84%,Non-Compliant,14 months,9 working days,Out of Stock,₹774.94 / unit,https://supplierportal.com/SDS/7323,Hazardous Material
SUP_6092,Global Chem Ltd,ING_90907,Hydrochloric Acid,7681-52-9,94.29%,BN_9598_01,Gas,13.63,Non-Toxic,Partially soluble,Avoid sunlight,2.74%,Non-Compliant,13 months,4 working days,Limited Stock,₹790.39 / unit,https://supplierportal.com/SDS/5121,Handle with care
SUP_9578,ABC Chemicals Pvt Ltd,ING_21298,Hydrochloric Acid,7664-93-9,91.06%,BN_4857_03,Liquid,11.37,Irritant,Soluble in water,Keep refrigerated,4.91%,Non-Compliant,22 months,9 working days,Limited Stock,₹532.82 / unit,https://supplierportal.com/SDS/4898,Fragile
SUP_5904,ABC Chemicals Pvt Ltd,ING_71501,Sodium Hypochlorite,7681-52-9,94.40%,BN_7861_12,Solid,3.39,Non-Toxic,Partially soluble,Avoid sunlight,7.08%,Non-Compliant,10 months,4 working days,Out of Stock,₹387.32 / unit,https://supplierportal.com/SDS/4055,Fragile
SUP_8002,Prime Chemicals,ING_62612,Hydrochloric Acid,7647-01-0,91.71%,BN_3093_01,Solid,12.95,Corrosive,Partially soluble,Keep refrigerated,8.91%,Non-Compliant,19 months,9 working days,Limited Stock,₹218.00 / unit,https://supplierportal.com/SDS/8743,Handle with care
SUP_6408,ABC Chemicals Pvt Ltd,ING_21137,Sulfuric Acid,77-92-9,99.10%,BN_6956_01,Liquid,10.28,Irritant,Partially soluble,Avoid sunlight,9.87%,REACH Compliant,12 months,11 working days,Out of Stock,₹510.89 / unit,https://supplierportal.com/SDS/7900,Fragile
SUP_7875,ABC Chemicals Pvt Ltd,ING_28003,Hydrochloric Acid,77-92-9,91.41%,BN_8272_10,Gas,8.19,Irritant,Soluble in water,Avoid sunlight,9.67%,Non-Compliant,26 months,13 working days,Out of Stock,₹247.78 / unit,https://supplierportal.com/SDS/2284,Handle with care
SUP_8119,Prime Chemicals,ING_20624,Hydrochloric Acid,7664-93-9,97.03%,BN_5368_12,Gas,5.41,Irritant,Partially soluble,Stable under 25°C,5.32%,Non-Compliant,28 months,8 working days,In Stock,₹969.55 / unit,https://supplierportal.com/SDS/3395,Fragile
SUP_7161,Prime Chemicals,ING_93668,Sulfuric Acid,7664-93-9,95.18%,BN_6283_03,Gas,10.26,Non-Toxic,Soluble in water,Avoid sunlight,4.26%,REACH Compliant,25 months,3 working days,Out of Stock,₹726.25 / unit,https://supplierportal.com/SDS/4127,Fragile
SUP_5915,XYZ Suppliers,ING_86474,Hydrochloric Acid,77-92-9,91.61%,BN_4686_09,Solid,1.89,Non-Toxic,Soluble in water,Avoid sunlight,4.35%,REACH Compliant,31 months,8 working days,Limited Stock,₹475.27 / unit,https://supplierportal.com/SDS/6581,Handle with care
SUP_2430,Global Chem Ltd,ING_73800,Sulfuric Acid,7681-52-9,98.22%,BN_5202_03,Gas,8.87,Non-Toxic,Insoluble,Stable under 25°C,4.03%,Non-Compliant,26 months,7 working days,Limited Stock,₹386.25 / unit,https://supplierportal.com/SDS/3371,Hazardous Material
SUP_2144,XYZ Suppliers,ING_99119,Sulfuric Acid,77-92-9,99.35%,BN_4392_12,Gas,9.43,Corrosive,Soluble in water,Avoid sunlight,9.41%,REACH Compliant,12 months,5 working days,Limited Stock,₹351.86 / unit,https://supplierportal.com/SDS/5522,Hazardous Material
SUP_3208,Global Chem Ltd,ING_17295,Hydrochloric Acid,7681-52-9,91.71%,BN_6350_04,Solid,5.97,Corrosive,Soluble in water,Avoid sunlight,9.50%,Non-Compliant,20 months,10 working days,Out of Stock,₹943.75 / unit,https://supplierportal.com/SDS/1774,Hazardous Material
SUP_2838,Global Chem Ltd,ING_84967,Citric Acid,12125-02-9,91.98%,BN_8358_01,Gas,3.54,Non-Toxic,Soluble in water,Avoid sunlight,6.68%,REACH Compliant,25 months,3 working days,Limited Stock,₹945.69 / unit,https://supplierportal.com/SDS/6901,Fragile
SUP_5430,XYZ Suppliers,ING_55482,Ammonium Chloride,77-92-9,90.14%,BN_6989_01,Gas,11.91,Irritant,Soluble in water,Keep refrigerated,3.67%,REACH Compliant,24 months,10 working days,Out of Stock,₹894.57 / unit,https://supplierportal.com/SDS/2195,Fragile
SUP_8170,Global Chem Ltd,ING_94764,Ammonium Chloride,12125-02-9,95.46%,BN_5490_03,Solid,9.89,Irritant,Partially soluble,Keep refrigerated,1.54%,Non-Compliant,31 months,8 working days,In Stock,₹529.31 / unit,https://supplierportal.com/SDS/6091,Hazardous Material
SUP_6172,Prime Chemicals,ING_60291,Ammonium Chloride,7664-93-9,98.96%,BN_6860_08,Solid,11.47,Corrosive,Soluble in water,Avoid sunlight,7.82%,REACH Compliant,22 months,4 working days,Out of Stock,₹321.99 / unit,https://supplierportal.com/SDS/3935,Fragile
SUP_4405,ABC Chemicals Pvt Ltd,ING_15621,Ammonium Chloride,7647-01-0,92.10%,BN_4209_11,Gas,3.09,Irritant,Insoluble,Avoid sunlight,1.36%,REACH Compliant,24 months,13 working days,Out of Stock,₹108.46 / unit,https://supplierportal.com/SDS/7712,Hazardous Material
SUP_4147,Prime Chemicals,ING_49959,Ammonium Chloride,12125-02-9,91.61%,BN_9901_10,Solid,6.14,Non-Toxic,Insoluble,Avoid sunlight,8.84%,Non-Compliant,25 months,7 working days,In Stock,₹577.14 / unit,https://supplierportal.com/SDS/7957,Hazardous Material
SUP_3483,Prime Chemicals,ING_93420,Citric Acid,12125-02-9,97.47%,BN_3229_12,Solid,3.5,Non-Toxic,Partially soluble,Stable under 25°C,8.90%,Non-Compliant,13 months,9 working days,Limited Stock,₹496.32 / unit,https://supplierportal.com/SDS/2679,Hazardous Material
SUP_7646,ABC Chemicals Pvt Ltd,ING_83629,Sodium Hypochlorite,7681-52-9,91.85%,BN_2746_05,Solid,11.94,Corrosive,Partially soluble,Stable under 25°C,4.29%,Non-Compliant,28 months,10 working days,In Stock,₹689.06 / unit,https://supplierportal.com/SDS/8437,Handle with care
SUP_3677,Prime Chemicals,ING_90577,Hydrochloric Acid,7647-01-0,93.57%,BN_1425_06,Solid,4.38,Irritant,Insoluble,Avoid sunlight,5.23%,Non-Compliant,16 months,5 working days,Limited Stock,₹591.49 / unit,https://supplierportal.com/SDS/7622,Fragile
SUP_6910,ABC Chemicals Pvt Ltd,ING_22289,Sodium Hypochlorite,7681-52-9,95.85%,BN_9708_05,Solid,3.42,Irritant,Insoluble,Avoid sunlight,2.01%,Non-Compliant,9 months,9 working days,Limited Stock,₹501.68 / unit,https://supplierportal.com/SDS/4854,Hazardous Material
SUP_9835,Global Chem Ltd,ING_23928,Citric Acid,77-92-9,94.25%,BN_2746_11,Liquid,11.32,Irritant,Insoluble,Keep refrigerated,7.70%,Non-Compliant,13 months,6 working days,Out of Stock,₹661.65 / unit,https://supplierportal.com/SDS/2918,Hazardous Material
SUP_9388,XYZ Suppliers,ING_18976,Ammonium Chloride,7647-01-0,98.32%,BN_2357_08,Liquid,5.73,Irritant,Partially soluble,Stable under 25°C,7.29%,Non-Compliant,13 months,4 working days,Out of Stock,₹178.96 / unit,https://supplierportal.com/SDS/8297,Handle with care
SUP_5339,Global Chem Ltd,ING_70882,Citric Acid,7647-01-0,95.88%,BN_5104_12,Liquid,9.68,Corrosive,Insoluble,Keep refrigerated,1.03%,REACH Compliant,29 months,6 working days,Limited Stock,₹282.96 / unit,https://supplierportal.com/SDS/7181,Handle with care
SUP_6490,ABC Chemicals Pvt Ltd,ING_86660,Hydrochloric Acid,7647-01-0,94.07%,BN_3496_07,Solid,6.12,Corrosive,Insoluble,Stable under 25°C,7.67%,REACH Compliant,16 months,10 working days,Out of Stock,₹252.64 / unit,https://supplierportal.com/SDS/3348,Hazardous Material
SUP_2063,ABC Chemicals Pvt Ltd,ING_12356,Hydrochloric Acid,7681-52-9,94.23%,BN_1709_04,Solid,1.15,Non-Toxic,Partially soluble,Stable under 25°C,5.76%,Non-Compliant,30 months,4 working days,Limited Stock,₹535.97 / unit,https://supplierportal.com/SDS/5495,Hazardous Material
SUP_1449,Global Chem Ltd,ING_10161,Citric Acid,7664-93-9,94.40%,BN_2145_07,Liquid,3.19,Non-Toxic,Partially soluble,Stable under 25°C,2.51%,REACH Compliant,35 months,14 working days,Limited Stock,₹217.65 / unit,https://supplierportal.com/SDS/7860,Handle with care
SUP_5668,ABC Chemicals Pvt Ltd,ING_86203,Sodium Hypochlorite,7664-93-9,91.99%,BN_9525_09,Solid,9.28,Non-Toxic,Insoluble,Stable under 25°C,3.11%,Non-Compliant,21 months,5 working days,Out of Stock,₹368.23 / unit,https://supplierportal.com/SDS/3266,Handle with care
SUP_8924,Global Chem Ltd,ING_88765,Sulfuric Acid,7681-52-9,97.34%,BN_2020_02,Solid,8.72,Non-Toxic,Partially soluble,Avoid sunlight,9.34%,REACH Compliant,17 months,3 working days,Limited Stock,₹433.58 / unit,https://supplierportal.com/SDS/6607,Fragile
SUP_5785,Prime Chemicals,ING_95765,Citric Acid,7681-52-9,93.84%,BN_3662_11,Solid,10.64,Non-Toxic,Insoluble,Stable under 25°C,6.47%,Non-Compliant,35 months,6 working days,Limited Stock,₹776.15 / unit,https://supplierportal.com/SDS/8958,Handle with care
SUP_8776,Global Chem Ltd,ING_98437,Citric Acid,12125-02-9,91.99%,BN_7822_11,Liquid,13.72,Non-Toxic,Partially soluble,Avoid sunlight,4.12%,Non-Compliant,8 months,8 working days,Limited Stock,₹189.99 / unit,https://supplierportal.com/SDS/9421,Hazardous Material
SUP_8364,Global Chem Ltd,ING_66220,Sodium Hypochlorite,12125-02-9,97.73%,BN_6711_06,Gas,11,Non-Toxic,Insoluble,Stable under 25°C,5.35%,REACH Compliant,10 months,13 working days,Limited Stock,₹747.97 / unit,https://supplierportal.com/SDS/8592,Handle with care
SUP_8992,ABC Chemicals Pvt Ltd,ING_48523,Sulfuric Acid,7664-93-9,96.02%,BN_6805_03,Solid,2.39,Irritant,Partially soluble,Keep refrigerated,4.36%,Non-Compliant,10 months,9 working days,Limited Stock,₹422.28 / unit,https://supplierportal.com/SDS/4042,Handle with care
SUP_1095,Global Chem Ltd,ING_64494,Ammonium Chloride,12125-02-9,93.86%,BN_6204_07,Solid,3.98,Corrosive,Partially soluble,Keep refrigerated,3.63%,REACH Compliant,6 months,4 working days,In Stock,₹859.35 / unit,https://supplierportal.com/SDS/7910,Handle with care
SUP_2497,XYZ Suppliers,ING_60034,Sodium Hypochlorite,77-92-9,92.04%,BN_5066_02,Gas,8.37,Corrosive,Insoluble,Avoid sunlight,6.73%,REACH Compliant,28 months,8 working days,Out of Stock,₹438.67 / unit,https://supplierportal.com/SDS/3007,Handle with care
SUP_9976,Prime Chemicals,ING_31187,Ammonium Chloride,77-92-9,98.04%,BN_2229_08,Solid,10.87,Non-Toxic,Insoluble,Stable under 25°C,5.87%,REACH Compliant,14 months,13 working days,Limited Stock,₹556.56 / unit,https://supplierportal.com/SDS/5556,Hazardous Material
SUP_8912,Global Chem Ltd,ING_62504,Sodium Hypochlorite,7664-93-9,94.11%,BN_1685_10,Liquid,4.21,Corrosive,Soluble in water,Stable under 25°C,8.78%,REACH Compliant,7 months,14 working days,In Stock,₹182.90 / unit,https://supplierportal.com/SDS/5522,Hazardous Material
SUP_3099,Prime Chemicals,ING_42547,Sodium Hypochlorite,12125-02-9,92.16%,BN_4680_02,Gas,3.74,Irritant,Soluble in water,Keep refrigerated,9.56%,REACH Compliant,31 months,7 working days,Out of Stock,₹812.61 / unit,https://supplierportal.com/SDS/4986,Hazardous Material
SUP_6051,Prime Chemicals,ING_47107,Ammonium Chloride,77-92-9,93.85%,BN_6067_07,Liquid,12.98,Irritant,Soluble in water,Stable under 25°C,4.78%,Non-Compliant,7 months,14 working days,In Stock,₹122.59 / unit,https://supplierportal.com/SDS/5787,Hazardous Material
SUP_1057,ABC Chemicals Pvt Ltd,ING_98621,Ammonium Chloride,77-92-9,91.28%,BN_9379_11,Solid,8.65,Corrosive,Partially soluble,Avoid sunlight,7.79%,REACH Compliant,15 months,4 working days,In Stock,₹561.84 / unit,https://supplierportal.com/SDS/4303,Hazardous Material
SUP_9618,XYZ Suppliers,ING_13359,Ammonium Chloride,12125-02-9,94.42%,BN_4817_05,Liquid,8.89,Non-Toxic,Partially soluble,Keep refrigerated,8.94%,Non-Compliant,13 months,14 working days,Out of Stock,₹443.01 / unit,https://supplierportal.com/SDS/5179,Hazardous Material
SUP_1263,Prime Chemicals,ING_56394,Ammonium Chloride,12125-02-9,95.73%,BN_6192_12,Liquid,10.7,Irritant,Partially soluble,Avoid sunlight,1.83%,REACH Compliant,26 months,14 working days,Out of Stock,₹872.19 / unit,https://supplierportal.com/SDS/6306,Fragile
SUP_2779,ABC Chemicals Pvt Ltd,ING_52933,Citric Acid,77-92-9,95.69%,BN_9715_05,Gas,11.62,Non-Toxic,Partially soluble,Stable under 25°C,1.14%,REACH Compliant,28 months,14 working days,Limited Stock,₹631.48 / unit,https://supplierportal.com/SDS/9311,Hazardous Material
SUP_4043,Global Chem Ltd,ING_77083,Citric Acid,7647-01-0,99.01%,BN_3936_11,Liquid,4.24,Non-Toxic,Partially soluble,Keep refrigerated,9.61%,Non-Compliant,25 months,8 working days,Out of Stock,₹867.28 / unit,https://supplierportal.com/SDS/1931,Fragile
SUP_5808,XYZ Suppliers,ING_88026,Sodium Hypochlorite,7647-01-0,98.14%,BN_4667_09,Gas,3.85,Corrosive,Insoluble,Avoid sunlight,6.64%,Non-Compliant,19 months,10 working days,In Stock,₹867.46 / unit,https://supplierportal.com/SDS/5407,Hazardous Material
SUP_8340,Global Chem Ltd,ING_86758,Citric Acid,12125-02-9,95.93%,BN_8181_07,Solid,5.32,Irritant,Soluble in water,Stable under 25°C,7.13%,REACH Compliant,8 months,10 working days,Out of Stock,₹768.32 / unit,https://supplierportal.com/SDS/8614,Fragile
SUP_8324,Prime Chemicals,ING_72390,Sodium Hypochlorite,7647-01-0,94.38%,BN_2159_04,Liquid,9.47,Non-Toxic,Partially soluble,Avoid sunlight,8.65%,Non-Compliant,36 months,10 working days,Out of Stock,₹167.40 / unit,https://supplierportal.com/SDS/2535,Fragile
SUP_9916,ABC Chemicals Pvt Ltd,ING_35403,Sodium Hypochlorite,12125-02-9,95.58%,BN_7349_12,Solid,12.24,Non-Toxic,Soluble in water,Keep refrigerated,7.89%,Non-Compliant,10 months,10 working days,Limited Stock,₹166.72 / unit,https://supplierportal.com/SDS/1021,Hazardous Material
SUP_3258,Global Chem Ltd,ING_34044,Hydrochloric Acid,77-92-9,94.18%,BN_3885_04,Liquid,5.95,Irritant,Soluble in water,Keep refrigerated,6.53%,REACH Compliant,27 months,12 working days,Out of Stock,₹454.83 / unit,https://supplierportal.com/SDS/7067,Hazardous Material
SUP_4432,ABC Chemicals Pvt Ltd,ING_70863,Sulfuric Acid,7681-52-9,92.23%,BN_9330_11,Solid,1.46,Corrosive,Partially soluble,Stable under 25°C,6.15%,REACH Compliant,25 months,9 working days,Out of Stock,₹527.32 / unit,https://supplierportal.com/SDS/5833,Fragile
SUP_4944,Prime Chemicals,ING_96332,Hydrochloric Acid,7664-93-9,95.32%,BN_4097_07,Liquid,5.43,Corrosive,Insoluble,Avoid sunlight,9.69%,Non-Compliant,29 months,5 working days,In Stock,₹119.67 / unit,https://supplierportal.com/SDS/7246,Handle with care
SUP_7736,Prime Chemicals,ING_54062,Sulfuric Acid,7664-93-9,94.80%,BN_4176_06,Liquid,11.55,Non-Toxic,Partially soluble,Avoid sunlight,7.66%,Non-Compliant,12 months,12 working days,In Stock,₹537.29 / unit,https://supplierportal.com/SDS/8992,Fragile
